epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/d_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/d_loss,lr/pg0,lr/pg1,lr/pg2
53,10667.7,1.0637,3.95917,0.3321,0.92323,1.26514,0,0.85858,0.79912,0.89139,0.66078,0.81666,0.68797,0.73646,0.39724,0.92004,3.09575,0.31144,0.71044,1.13486,0,0.000843851,0.000843851,0.000843851
54,10869,1.06298,3.95059,0.33253,0.92484,1.2662,0,0.85978,0.79754,0.89163,0.66157,0.81688,0.68986,0.73869,0.39785,0.91927,3.08987,0.31105,0.70942,1.13387,0,0.000838141,0.000838141,0.000838141
55,11066.9,1.0572,3.93057,0.33121,0.9218,1.26384,0,0.86059,0.7969,0.89187,0.66183,0.81971,0.69002,0.73959,0.39854,0.91903,3.08477,0.31081,0.70869,1.13324,0,0.000832349,0.000832349,0.000832349
56,11267.1,1.05519,3.92635,0.33157,0.92194,1.26308,0,0.8602,0.79721,0.89206,0.66205,0.81889,0.69049,0.7413,0.39939,0.91842,3.08013,0.31053,0.70735,1.13258,0,0.000826477,0.000826477,0.000826477
57,11471.5,1.0531,3.89651,0.33025,0.9184,1.2661,0,0.85774,0.79923,0.89267,0.66229,0.81679,0.69343,0.74295,0.40097,0.91774,3.07392,0.31019,0.70581,1.13197,0,0.000820525,0.000820525,0.000820525
58,11671.2,1.05287,3.91581,0.33039,0.91716,1.25992,0,0.85829,0.79901,0.89281,0.66244,0.82008,0.69317,0.74392,0.40199,0.91764,3.06679,0.30997,0.70471,1.13153,0,0.000814495,0.000814495,0.000814495
59,11873.7,1.05205,3.90454,0.33027,0.91618,1.26301,0,0.85848,0.8003,0.89287,0.66264,0.82003,0.69364,0.74491,0.40308,0.91716,3.06193,0.3096,0.7032,1.13079,0,0.000808389,0.000808389,0.000808389
60,12074.5,1.05302,3.89909,0.32927,0.91508,1.26177,0,0.85766,0.79991,0.89315,0.66337,0.818,0.69506,0.74424,0.40302,0.91675,3.05898,0.30935,0.70287,1.13008,0,0.000802208,0.000802208,0.000802208
61,12277.3,1.04716,3.87103,0.32943,0.9132,1.26097,0,0.85862,0.80054,0.89335,0.66395,0.81734,0.69553,0.74528,0.40332,0.9165,3.05534,0.30896,0.70223,1.12949,0,0.000795954,0.000795954,0.000795954
62,12477.5,1.05043,3.88721,0.32906,0.91326,1.25966,0,0.85753,0.80116,0.89343,0.66469,0.81465,0.69569,0.74454,0.40357,0.91614,3.05072,0.30872,0.70134,1.12894,0,0.000789628,0.000789628,0.000789628
63,12671.6,1.05413,3.91103,0.33017,0.91386,1.25708,0,0.8576,0.80258,0.89374,0.66496,0.81503,0.69836,0.74601,0.40463,0.91583,3.04721,0.30842,0.70033,1.12827,0,0.000783231,0.000783231,0.000783231
64,12871.1,1.05084,3.89239,0.32924,0.91275,1.25614,0,0.85567,0.8036,0.89424,0.66513,0.81299,0.70152,0.74746,0.40531,0.91452,3.04425,0.30824,0.69926,1.12732,0,0.000776766,0.000776766,0.000776766
65,13070,1.05234,3.88547,0.32876,0.91387,1.25723,0,0.86002,0.80132,0.89459,0.66544,0.81513,0.70009,0.74768,0.40596,0.91358,3.03972,0.30809,0.6985,1.1266,0,0.000770234,0.000770234,0.000770234
66,13272.6,1.04464,3.84554,0.32719,0.90632,1.25705,0,0.86203,0.80066,0.89452,0.66575,0.81624,0.70167,0.74832,0.4069,0.91309,3.03486,0.30771,0.69802,1.12596,0,0.000763637,0.000763637,0.000763637
67,13476.5,1.04455,3.83569,0.32812,0.9069,1.25638,0,0.86335,0.79869,0.8943,0.66579,0.81644,0.69978,0.74725,0.40712,0.91274,3.03019,0.30746,0.69688,1.12562,0,0.000756976,0.000756976,0.000756976
68,13677.2,1.04509,3.84927,0.32725,0.90313,1.25467,0,0.86231,0.79991,0.8942,0.66576,0.8165,0.70057,0.74854,0.40827,0.91214,3.02461,0.30731,0.69539,1.12524,0,0.000750252,0.000750252,0.000750252
69,13877.6,1.04621,3.85346,0.32736,0.9061,1.25195,0,0.8634,0.80005,0.89485,0.66653,0.81739,0.7012,0.7499,0.40863,0.91192,3.01973,0.30709,0.69399,1.12476,0,0.000743468,0.000743468,0.000743468
70,14073.9,1.0464,3.86637,0.32788,0.90287,1.24894,0,0.86427,0.79943,0.89508,0.66705,0.81887,0.70036,0.75003,0.40921,0.91094,3.01572,0.30698,0.6927,1.12374,0,0.000736625,0.000736625,0.000736625
